Дата и время      	Тип события	Описание
18.07.2020 6:23:21	Аудит	Просмотр камеры "120.Общежитие 5 - Лица" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:23:21	Аудит	Устройство "168.МедФак. Ул.И.Арманд - Вход" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:23:20	Аудит	Тревога оценена на устройстве "168.МедФак. Ул.И.Арманд - Вход" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:23:20	Аудит	Просмотр камеры "168.МедФак. Ул.И.Арманд - Вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:23:19	Аудит	Устройство "190.Столб эконом - юрфак - камера 4" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:23:19	Аудит	Тревога оценена на устройстве "190.Столб эконом - юрфак - камера 4" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:23:19	Аудит	Просмотр камеры "190.Столб эконом - юрфак - камера 4" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:23:18	Аудит	Устройство "159.Приэльбрусье - стоянка" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:23:18	Аудит	Тревога оценена на устройстве "159.Приэльбрусье - стоянка" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:59	Аудит	Просмотр камеры "159.Приэльбрусье - стоянка" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:59	Аудит	Устройство "131.Общ.№ 10 - СКУД" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:59	Аудит	Тревога оценена на устройстве "131.Общ.№ 10 - СКУД" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:58	Аудит	Просмотр камеры "131.Общ.№ 10 - СКУД" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:58	Аудит	Устройство "24.МедКолледж новый - Двор сторона общежитии" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:58	Аудит	Тревога оценена на устройстве "24.МедКолледж новый - Двор сторона общежитии" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:58	Аудит	Просмотр камеры "24.МедКолледж новый - Двор сторона общежитии" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:58	Аудит	Устройство "61.Гл.корпус - 1 этаж холл часть " сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:57	Аудит	Тревога оценена на устройстве "61.Гл.корпус - 1 этаж холл часть " сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:57	Аудит	Просмотр камеры "61.Гл.корпус - 1 этаж холл часть " пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:57	Аудит	Устройство "25.Общежитие №3- хоз.двор. камера 2" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:57	Аудит	Тревога оценена на устройстве "25.Общежитие №3- хоз.двор. камера 2" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:57	Аудит	Просмотр камеры "25.Общежитие №3- хоз.двор. камера 2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:57	Аудит	Устройство "25.Общежитие №3- хоз.двор. камера 2" сервера "KBGU-AXXON-4": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:56	Аудит	Тревога оценена на устройстве "25.Общежитие №3- хоз.двор. камера 2" сервера "KBGU-AXXON-4" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:56	Аудит	Просмотр камеры "25.Общежитие №3- хоз.двор. камера 2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:56	Аудит	Просмотр камеры "131.Общ.№ 10 - СКУД" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:55	Аудит	Устройство "136.Общ. № 10 -Боковая сторона (пед кол)" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:55	Аудит	Тревога оценена на устройстве "136.Общ. № 10 -Боковая сторона (пед кол)" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:55	Аудит	Просмотр камеры "136.Общ. № 10 -Боковая сторона (пед кол)" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:51	Аудит	Устройство "163.Общежитие №3- задний двор" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:51	Аудит	Тревога оценена на устройстве "163.Общежитие №3- задний двор" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:51	Аудит	Просмотр камеры "163.Общежитие №3- задний двор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:50	Аудит	Устройство "62.Гл.корпус - 1 этаж холл часть 3" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:50	Аудит	Тревога оценена на устройстве "62.Гл.корпус - 1 этаж холл часть 3" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:50	Аудит	Просмотр камеры "62.Гл.корпус - 1 этаж холл часть 3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:48	Аудит	Устройство "44.Физмат - аллея ул. Чернышевского" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:48	Аудит	Тревога оценена на устройстве "44.Физмат - аллея ул. Чернышевского" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:48	Аудит	Просмотр камеры "44.Физмат - аллея ул. Чернышевского" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:47	Аудит	Устройство "132.Общ. №10-Центральный вход" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:46	Аудит	Тревога оценена на устройстве "132.Общ. №10-Центральный вход" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:08	Аудит	Просмотр камеры "132.Общ. №10-Центральный вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:07	Аудит	Устройство "28.Общежитие №7 - задний двор 2" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:07	Аудит	Тревога оценена на устройстве "28.Общежитие №7 - задний двор 2" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:06	Аудит	Просмотр камеры "28.Общежитие №7 - задний двор 2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:06	Аудит	Устройство "13.Новый корпус - Двор" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:06	Аудит	Тревога оценена на устройстве "13.Новый корпус - Двор" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:06	Аудит	Просмотр камеры "13.Новый корпус - Двор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:06	Аудит	Устройство "70.МедФак ул. Горького 5 - СКУД 1" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:06	Аудит	Тревога оценена на устройстве "70.МедФак ул. Горького 5 - СКУД 1" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:05	Аудит	Просмотр камеры "70.МедФак ул. Горького 5 - СКУД 1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:05	Аудит	Устройство "155.Общежитие №13- Задний двор" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:05	Аудит	Тревога оценена на устройстве "155.Общежитие №13- Задний двор" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:05	Аудит	Просмотр камеры "155.Общежитие №13- Задний двор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:05	Аудит	Устройство "165.ИТФ - модуль аллея" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:04	Аудит	Тревога оценена на устройстве "165.ИТФ - модуль аллея" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:04	Аудит	Просмотр камеры "165.ИТФ - модуль аллея" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:03	Аудит	Просмотр камеры "155.Общежитие №13- Задний двор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:03	Аудит	Устройство "123.Общежитие № 9 - СКУД" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:03	Аудит	Тревога оценена на устройстве "123.Общежитие № 9 - СКУД" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:03	Аудит	Просмотр камеры "123.Общежитие № 9 - СКУД" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:02	Аудит	Устройство "27.Общежитие №7 - задний двор 1" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:22:02	Аудит	Тревога оценена на устройстве "27.Общежитие №7 - задний двор 1" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:07	Аудит	Просмотр камеры "27.Общежитие №7 - задний двор 1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:03	Аудит	Просмотр камеры "143.КИТиЭ -Стоянка" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:03	Аудит	Устройство "143.КИТиЭ -Стоянка" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:02	Аудит	Тревога оценена на устройстве "143.КИТиЭ -Стоянка" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:02	Аудит	Просмотр камеры "143.КИТиЭ -Стоянка" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:02	Аудит	Устройство "139.ФСК - Стадион" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:02	Аудит	Тревога оценена на устройстве "139.ФСК - Стадион" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:02	Аудит	Просмотр камеры "139.ФСК - Стадион" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:02	Аудит	Устройство "134.Общ.№10 - Задний двор (шлагбаум)" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:01	Аудит	Тревога оценена на устройстве "134.Общ.№10 - Задний двор (шлагбаум)" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:01	Аудит	Просмотр камеры "134.Общ.№10 - Задний двор (шлагбаум)" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:01	Аудит	Устройство "21.МедКолледж новый - Холл" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:01	Аудит	Тревога оценена на устройстве "21.МедКолледж новый - Холл" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:01	Аудит	Просмотр камеры "21.МедКолледж новый - Холл" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:00	Аудит	Просмотр камеры "143.КИТиЭ -Стоянка" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:00	Аудит	Устройство "30.Эконом - Юрфак - ком.класс 403 (1)" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:00	Аудит	Тревога оценена на устройстве "30.Эконом - Юрфак - ком.класс 403 (1)" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:21:00	Аудит	Просмотр камеры "30.Эконом - Юрфак - ком.класс 403 (1)" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:59	Аудит	Устройство "109.МедКолледж новый - корпус №3" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:58	Аудит	Тревога оценена на устройстве "109.МедКолледж новый - корпус №3" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:58	Аудит	Просмотр камеры "109.МедКолледж новый - корпус №3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:58	Аудит	Устройство "92.Ректорат Лица" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:57	Аудит	Тревога оценена на устройстве "92.Ректорат Лица" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:57	Аудит	Просмотр камеры "92.Ректорат Лица" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:57	Аудит	Просмотр камеры "109.МедКолледж новый - корпус №3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:56	Аудит	Устройство "159.Приэльбрусье - стоянка" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:56	Аудит	Тревога оценена на устройстве "159.Приэльбрусье - стоянка" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:56	Аудит	Просмотр камеры "159.Приэльбрусье - стоянка" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:56	Аудит	Просмотр камеры "92.Ректорат Лица" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:55	Аудит	Устройство "132.Общ. №10-Центральный вход" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:55	Аудит	Тревога оценена на устройстве "132.Общ. №10-Центральный вход" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:55	Аудит	Просмотр камеры "132.Общ. №10-Центральный вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:54	Аудит	Устройство "111.Эконом - Юрфак - подвал склад" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:54	Аудит	Тревога оценена на устройстве "111.Эконом - Юрфак - подвал склад" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:54	Аудит	Просмотр камеры "111.Эконом - Юрфак - подвал склад" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:53	Аудит	Устройство "168.МедФак. Ул.И.Арманд - Вход" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:53	Аудит	Тревога оценена на устройстве "168.МедФак. Ул.И.Арманд - Вход" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:53	Аудит	Просмотр камеры "168.МедФак. Ул.И.Арманд - Вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:52	Аудит	Устройство "59.Гл.корпус -1 этаж холл часть 2" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:51	Аудит	Тревога оценена на устройстве "59.Гл.корпус -1 этаж холл часть 2" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:51	Аудит	Просмотр камеры "59.Гл.корпус -1 этаж холл часть 2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:51	Аудит	Устройство "167.МедФак. Ул.И.Арманд - боковая сторона" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:51	Аудит	Тревога оценена на устройстве "167.МедФак. Ул.И.Арманд - боковая сторона" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:20:08	Аудит	Просмотр камеры "167.МедФак. Ул.И.Арманд - боковая сторона" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:49	Аудит	Устройство "30.Эконом - Юрфак - ком.класс 403 (1)" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:49	Аудит	Тревога оценена на устройстве "30.Эконом - Юрфак - ком.класс 403 (1)" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:47	Аудит	Просмотр архива "Архив AliceBlue" камеры "30.Эконом - Юрфак - ком.класс 403 (1)" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:47	Аудит	Просмотр камеры "30.Эконом - Юрфак - ком.класс 403 (1)" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:47	Аудит	Устройство "136.Общ. № 10 -Боковая сторона (пед кол)" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:47	Аудит	Тревога оценена на устройстве "136.Общ. № 10 -Боковая сторона (пед кол)" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:44	Аудит	Просмотр камеры "136.Общ. № 10 -Боковая сторона (пед кол)" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:34	Аудит	Устройство "60.Гл.корпус - Вход" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:33	Аудит	Тревога оценена на устройстве "60.Гл.корпус - Вход" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:33	Аудит	Просмотр камеры "60.Гл.корпус - Вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:33	Аудит	Устройство "23.МедКолледж новый - Двор" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:33	Аудит	Тревога оценена на устройстве "23.МедКолледж новый - Двор" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:33	Аудит	Просмотр камеры "23.МедКолледж новый - Двор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:33	Аудит	Устройство "131.Общ.№ 10 - СКУД" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:32	Аудит	Тревога оценена на устройстве "131.Общ.№ 10 - СКУД" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:32	Аудит	Просмотр камеры "131.Общ.№ 10 - СКУД" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:32	Аудит	Устройство "123.Общежитие № 9 - СКУД" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:32	Аудит	Тревога оценена на устройстве "123.Общежитие № 9 - СКУД" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:31	Аудит	Просмотр камеры "123.Общежитие № 9 - СКУД" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:31	Аудит	Устройство "61.Гл.корпус - 1 этаж холл часть " сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:31	Аудит	Тревога оценена на устройстве "61.Гл.корпус - 1 этаж холл часть " сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:30	Аудит	Просмотр раскладки "Бизнес Инкубатор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:27	Аудит	Просмотр камеры "61.Гл.корпус - 1 этаж холл часть " пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:25	Аудит	Просмотр раскладки "Поставить на охрану" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:18	Аудит	Устройство "132.Общ. №10-Центральный вход" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:18	Аудит	Тревога оценена на устройстве "132.Общ. №10-Центральный вход" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:13	Аудит	Просмотр камеры "132.Общ. №10-Центральный вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:02	Аудит	Устройство "127.Мед. Колл. - Вход (правая часть)" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:01	Аудит	Тревога оценена на устройстве "127.Мед. Колл. - Вход (правая часть)" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:01	Аудит	Просмотр камеры "127.Мед. Колл. - Вход (правая часть)" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:01	Аудит	Устройство "11.Стоянка КБГУ -  ул.Толстого часть 3" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:19:01	Аудит	Тревога оценена на устройстве "11.Стоянка КБГУ -  ул.Толстого часть 3" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:59	Аудит	Просмотр архива "Архив AliceBlue" камеры "11.Стоянка КБГУ -  ул.Толстого часть 3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:58	Аудит	Просмотр камеры "11.Стоянка КБГУ -  ул.Толстого часть 3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:58	Аудит	Устройство "70.МедФак ул. Горького 5 - СКУД 1" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:58	Аудит	Тревога оценена на устройстве "70.МедФак ул. Горького 5 - СКУД 1" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:48	Аудит	Просмотр камеры "70.МедФак ул. Горького 5 - СКУД 1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:12	Аудит	Устройство "175.СГИ - Точка кипения - вход" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:12	Аудит	Тревога оценена на устройстве "175.СГИ - Точка кипения - вход" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:11	Аудит	Просмотр камеры "175.СГИ - Точка кипения - вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:11	Аудит	Устройство "21.МедКолледж новый - Холл" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:11	Аудит	Тревога оценена на устройстве "21.МедКолледж новый - Холл" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:11	Аудит	Просмотр камеры "21.МедКолледж новый - Холл" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
