Дата и время      	Тип события	Описание
18.07.2020 6:18:11	Аудит	Устройство "30.Эконом - Юрфак - ком.класс 403 (1)" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:11	Аудит	Тревога оценена на устройстве "30.Эконом - Юрфак - ком.класс 403 (1)" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:10	Аудит	Просмотр камеры "30.Эконом - Юрфак - ком.класс 403 (1)" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:10	Аудит	Устройство "144.Общ.№9 - Двор" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:10	Аудит	Тревога оценена на устройстве "144.Общ.№9 - Двор" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:10	Аудит	Просмотр камеры "144.Общ.№9 - Двор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:09	Аудит	Просмотр камеры "21.МедКолледж новый - Холл" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:09	Аудит	Устройство "23.МедКолледж новый - Двор" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:09	Аудит	Тревога оценена на устройстве "23.МедКолледж новый - Двор" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:09	Аудит	Просмотр камеры "23.МедКолледж новый - Двор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:08	Аудит	Устройство "129.СГИ - Центральный вход" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:08	Аудит	Тревога оценена на устройстве "129.СГИ - Центральный вход" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:08	Аудит	Просмотр камеры "129.СГИ - Центральный вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:07	Аудит	Устройство "165.ИТФ - модуль аллея" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:06	Аудит	Тревога оценена на устройстве "165.ИТФ - модуль аллея" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:18:06	Аудит	Просмотр раскладки "Бизнес Инкубатор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:30	Аудит	Просмотр камеры "165.ИТФ - модуль аллея" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "208.Общежитие №3 изолятор вход с улицы" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "207.Общежитие № 3 Изолятор коридор" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "206.Общежитие №5 и №6 Единый вход - над турникетом" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "205.Физмат - Кабинет 511" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "204.Физмат - Кабинет 517" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "203.Физмат - Кабинет 502" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "202.Физмат - Кабинет 501" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "201.Физмат - Кабинет 504" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "200.Физмат - Кабинет 503" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "199.Информационный центр КБГУ Серверная - Склад ИБ" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "198.Общежитие №3 -  Хоз.двор Временный склад" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "197.Информационный центр КБГУ - кабинет 301" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "196.Информационный центр КБГУ - кабинет 303" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "195.Информационный центр КБГУ - кабинет 309" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:17:04	Аудит	Просмотр архива "Архив AliceBlue" камеры "194.Информационный центр КБГУ - кабинет 310" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
